Symbol,requested_start,requested_end,raw_start,raw_end,raw_rows,clean_rows,rows_dropped,missing_open,missing_high,missing_low,missing_close,missing_price_rows,expected_business_days,missing_business_days,missing_business_dates_sample,missing_business_dates_more
0050,2018-01-01,2025-01-01,2018-12-06,2024-12-30,1472,1472,0,0,0,0,0,0,1583,404,"2018-12-07,2018-12-14,2018-12-28,2018-12-31,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-01-30,2019-01-31",True
